id,project,label,identifier,enabled,data,modularClassTags,geometryObjects,nodeObject_to,nodeObject_from
745,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837142,True,{'Mark': 'R100A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/585/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 481}]",[]
746,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837204,True,{'Mark': 'R100E'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/586/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 481}]",[]
747,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837247,True,{'Mark': 'R100D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/587/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 480}]",[]
748,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837567,True,{'Mark': 'R103A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/588/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 619}]",[]
749,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837587,True,{'Mark': 'R103B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/589/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 619}]",[]
750,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_837996,True,{'Mark': '405A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/590/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
751,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_838740,True,{'Mark': '403B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/591/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 467}]",[]
752,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_838794,True,{'Mark': '405B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/592/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 467}]",[]
753,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_868473,True,{'Mark': '108B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/593/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 453}]",[]
754,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_881710,True,{'Mark': 'S22B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/594/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 640}]",[]
755,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_881711,True,{'Mark': 'S24'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/595/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 640}]",[]
756,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_881712,True,{'Mark': 'S23'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/596/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 640}]",[]
757,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_881713,True,{'Mark': 'S25'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/597/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 640}]",[]
758,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_882801,True,{'Mark': 'S26'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/598/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 640}]",[]
759,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_887778,True,{'Mark': '201A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/599/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
760,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_888336,True,{'Mark': 'R100B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/600/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 647}]",[]
761,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_888428,True,{'Mark': 'R100C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/601/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 646}]",[]
762,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_888592,True,{'Mark': '302A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/602/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
763,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_888596,True,{'Mark': '402A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/603/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
764,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_888600,True,{'Mark': '502A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/604/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
765,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_900304,True,{'Mark': 'S20'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/605/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 649}]",[]
766,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906900,True,{'Mark': '409B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/606/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 659}]",[]
767,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908379,True,{'Mark': '410B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/607/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
768,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908582,True,{'Mark': '308B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/608/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 672}]",[]
769,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908619,True,{'Mark': '309B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/609/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
770,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908750,True,{'Mark': '507C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/610/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
771,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1048452,True,{'Mark': 'S22A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/611/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
772,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1055444,True,{'Mark': '502C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/612/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
773,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1055510,True,{'Mark': '502B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/613/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
774,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1055798,True,{'Mark': '507A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/614/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
775,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1206137,True,{'Mark': '204A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/615/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 455}]",[]
776,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1211538,True,{'Mark': 406},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/616/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
777,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1247720,True,{'Mark': '101C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/617/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 690}]",[]
778,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1247789,True,{'Mark': '101B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/618/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 690}]",[]
779,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1250146,True,{'Mark': '101A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/619/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 690}]",[]
780,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1257796,True,{'Mark': 'S11B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/620/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 690}]",[]
781,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1290306,True,{'Mark': '506OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/621/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 584}]",[]
782,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1290416,True,{'Mark': '205OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/622/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 526}]",[]
783,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1290418,True,{'Mark': '307OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/623/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 560}]",[]
784,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1290420,True,{'Mark': '408OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/624/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 572}]",[]
785,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1298888,True,{'Mark': 'S36'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/625/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 690}]",[]
786,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1309129,True,{'Mark': '401A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/626/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
787,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1309343,True,{'Mark': '201C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/627/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
788,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313008,True,{'Mark': '304B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/628/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
789,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313065,True,{'Mark': '404B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/629/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
790,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313122,True,{'Mark': '504C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/630/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
791,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313224,True,{'Mark': '302B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/631/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
792,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313706,True,{'Mark': '402B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/632/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
793,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1313713,True,{'Mark': '502D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/633/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
794,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1319094,True,{'Mark': '406C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/634/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
795,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1321069,True,{'Mark': '501A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/635/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
796,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1321726,True,{'Mark': '501B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/636/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
797,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1322101,True,{'Mark': '301C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/637/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
798,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1322136,True,{'Mark': '401B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/638/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
799,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1337960,True,{'Mark': '107A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/639/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 411}]",[]
800,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1388596,True,{'Mark': '105B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/640/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
801,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1388597,True,{'Mark': '105A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/641/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
802,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1390329,True,{'Mark': '108A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/642/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 453}]",[]
803,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1390771,True,{'Mark': '109B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/643/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
804,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1390772,True,{'Mark': '109C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/644/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
805,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1392646,True,{'Mark': '106F'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/645/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
806,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1393544,True,{'Mark': '106E'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/646/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
807,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1433522,True,{'Mark': '202OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/647/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 504}]",[]
808,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1433760,True,{'Mark': '303OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/648/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 493}]",[]
809,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1433766,True,{'Mark': '403OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/649/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 515}]",[]
810,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1446705,True,{'Mark': '105D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/650/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
811,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1447958,True,{'Mark': 218},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/651/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
812,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1506352,True,{'Mark': '106C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/652/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
813,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1514788,True,{'Mark': '106D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/653/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
814,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1516507,True,{'Mark': '106B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/654/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
815,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1558043,True,{'Mark': '106A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/655/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 690}]",[]
816,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1593725,True,{'Mark': '109A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/656/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
817,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1594273,True,{'Mark': '108D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/657/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
818,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1594362,True,{'Mark': '108C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/658/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
819,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1647567,True,{'Mark': 'S31B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/659/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
820,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1694190,True,{'Mark': 'S31A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/660/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
821,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1694219,True,{'Mark': 'P01'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/661/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 405}]",[]
822,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919944,True,{'Mark': '205D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/662/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
823,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919945,True,{'Mark': '504A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/663/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
824,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919946,True,{'Mark': '401C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/664/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 429}]",[]
825,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919947,True,{'Mark': '410C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/665/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
826,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919948,True,{'Mark': '301A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/666/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 429}]",[]
827,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1919949,True,{'Mark': '307D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/667/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
828,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_1921709,True,{'Mark': '109OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/668/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 690}]",[]
829,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2023764,True,{'Mark': '406A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/669/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
830,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2107987,True,{'Mark': '506A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/670/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
831,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2174112,True,{'Mark': '406B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/671/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 462}]",[]
832,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_2266459,True,{'Mark': '405OPN'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/672/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
833,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_826376,True,"{'Area': 184.5989583333, 'Name': 'Stair', 'Number': 'S1'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/673/?format=json'],[],[]
834,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_826593,True,"{'Area': 180.0625, 'Name': 'Stair', 'Number': 'S3'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/674/?format=json'],[],[]
835,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_826600,True,"{'Area': 192.9739583333, 'Name': 'Stair', 'Number': 'S2'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/675/?format=json'],[],[]
836,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_826702,True,"{'Area': 61.8055555556, 'Name': 'Elevator', 'Number': 'E1'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/676/?format=json'],[],[]
837,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_826708,True,"{'Area': 61.8055555556, 'Name': 'Elevator', 'Number': 'E2'}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/677/?format=json'],[],[]
838,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828508,True,"{'Area': 642.967567801, 'Name': 'Cafe', 'Number': 101}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/678/?format=json'],[],[]
839,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828515,True,"{'Area': 433.3707682292, 'Name': 'Cafe Kitchen', 'Number': 102}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/679/?format=json'],[],[]
840,snowdontowers,room,46ec4172-06ee-4490-8b81-5cb4f0c7c011_828518,True,"{'Area': 674.5768234085, 'Name': 'Outdoor Covered Dining', 'Number': 103}",['room'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/680/?format=json'],[],[]
