id,project,label,identifier,enabled,data,modularClassTags,geometryObjects,nodeObject_to,nodeObject_from
658,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_901120,True,{'Length': 3.7395833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/498/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
659,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906880,True,{'Length': 10.1614583333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/499/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]","[{'name': 'host', 'nodeObject_from': 766}]"
660,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906890,True,{'Length': 5.0260416667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/500/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
661,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906892,True,{'Length': 13.2729770568},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/501/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
662,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906893,True,{'Length': 2.6354166667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/502/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
663,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906903,True,{'Length': 3.75},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/503/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
664,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906904,True,{'Length': 3.6747784135},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/504/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
665,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_906907,True,{'Length': 2.0989583333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/505/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
666,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908358,True,{'Length': 4.3697916667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/506/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
667,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908368,True,{'Length': 4.3697916667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/507/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
668,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908371,True,{'Length': 12.203125},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/508/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
669,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908372,True,{'Length': 2.6979166667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/509/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
670,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908382,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/510/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
671,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908383,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/511/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}]",[]
672,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908563,True,{'Length': 10.1614583333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/512/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]","[{'name': 'host', 'nodeObject_from': 768}]"
673,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908573,True,{'Length': 5.0260416667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/513/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
674,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908574,True,{'Length': 13.1771417109},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/514/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
675,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908575,True,{'Length': 2.6354166667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/515/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
676,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908585,True,{'Length': 3.75},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/516/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
677,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908586,True,{'Length': 3.5789430676},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/517/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
678,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908589,True,{'Length': 2.0989583333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/518/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
679,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908598,True,{'Length': 4.3697916667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/519/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
680,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908608,True,{'Length': 4.3697916667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/520/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
681,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908611,True,{'Length': 12.203125},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/521/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
682,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908612,True,{'Length': 2.6979166667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/522/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
683,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908622,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/523/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
684,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908623,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/524/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}]",[]
685,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908729,True,{'Length': 4.421875},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/525/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
686,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908739,True,{'Length': 4.421875},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/526/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
687,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908742,True,{'Length': 12.203125},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/527/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
688,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908743,True,{'Length': 2.6979166667},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/528/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
689,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908753,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/529/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}]",[]
690,snowdontowers,wall,46ec4172-06ee-4490-8b81-5cb4f0c7c011_908754,True,{'Length': 3.4895833333},['wall'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/530/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'level', 'nodeObject_to': 373}, {'name': 'level', 'nodeObject_to': 376}, {'name': 'level', 'nodeObject_to': 382}, {'name': 'level', 'nodeObject_to': 385}, {'name': 'level', 'nodeObject_to': 384}, {'name': 'level', 'nodeObject_to': 374}, {'name': 'level', 'nodeObject_to': 377}, {'name': 'level', 'nodeObject_to': 375}, {'name': 'level', 'nodeObject_to': 388}, {'name': 'level', 'nodeObject_to': 383}, {'name': 'level', 'nodeObject_to': 389}, {'name': 'level', 'nodeObject_to': 390}, {'name': 'level', 'nodeObject_to': 381}]","[{'name': 'host', 'nodeObject_from': 697}, {'name': 'host', 'nodeObject_from': 698}, {'name': 'host', 'nodeObject_from': 699}, {'name': 'host', 'nodeObject_from': 700}, {'name': 'host', 'nodeObject_from': 704}, {'name': 'host', 'nodeObject_from': 711}, {'name': 'host', 'nodeObject_from': 712}, {'name': 'host', 'nodeObject_from': 714}, {'name': 'host', 'nodeObject_from': 715}, {'name': 'host', 'nodeObject_from': 716}, {'name': 'host', 'nodeObject_from': 719}, {'name': 'host', 'nodeObject_from': 720}, {'name': 'host', 'nodeObject_from': 721}, {'name': 'host', 'nodeObject_from': 722}, {'name': 'host', 'nodeObject_from': 723}, {'name': 'host', 'nodeObject_from': 737}, {'name': 'host', 'nodeObject_from': 750}, {'name': 'host', 'nodeObject_from': 759}, {'name': 'host', 'nodeObject_from': 762}, {'name': 'host', 'nodeObject_from': 763}, {'name': 'host', 'nodeObject_from': 764}, {'name': 'host', 'nodeObject_from': 767}, {'name': 'host', 'nodeObject_from': 769}, {'name': 'host', 'nodeObject_from': 770}, {'name': 'host', 'nodeObject_from': 771}, {'name': 'host', 'nodeObject_from': 772}, {'name': 'host', 'nodeObject_from': 773}, {'name': 'host', 'nodeObject_from': 774}, {'name': 'host', 'nodeObject_from': 776}, {'name': 'host', 'nodeObject_from': 777}, {'name': 'host', 'nodeObject_from': 778}, {'name': 'host', 'nodeObject_from': 779}, {'name': 'host', 'nodeObject_from': 780}, {'name': 'host', 'nodeObject_from': 785}, {'name': 'host', 'nodeObject_from': 786}, {'name': 'host', 'nodeObject_from': 787}, {'name': 'host', 'nodeObject_from': 788}, {'name': 'host', 'nodeObject_from': 789}, {'name': 'host', 'nodeObject_from': 790}, {'name': 'host', 'nodeObject_from': 791}, {'name': 'host', 'nodeObject_from': 792}, {'name': 'host', 'nodeObject_from': 793}, {'name': 'host', 'nodeObject_from': 794}, {'name': 'host', 'nodeObject_from': 795}, {'name': 'host', 'nodeObject_from': 796}, {'name': 'host', 'nodeObject_from': 797}, {'name': 'host', 'nodeObject_from': 798}, {'name': 'host', 'nodeObject_from': 800}, {'name': 'host', 'nodeObject_from': 801}, {'name': 'host', 'nodeObject_from': 803}, {'name': 'host', 'nodeObject_from': 804}, {'name': 'host', 'nodeObject_from': 805}, {'name': 'host', 'nodeObject_from': 806}, {'name': 'host', 'nodeObject_from': 810}, {'name': 'host', 'nodeObject_from': 811}, {'name': 'host', 'nodeObject_from': 812}, {'name': 'host', 'nodeObject_from': 813}, {'name': 'host', 'nodeObject_from': 814}, {'name': 'host', 'nodeObject_from': 815}, {'name': 'host', 'nodeObject_from': 816}, {'name': 'host', 'nodeObject_from': 817}, {'name': 'host', 'nodeObject_from': 818}, {'name': 'host', 'nodeObject_from': 819}, {'name': 'host', 'nodeObject_from': 820}, {'name': 'host', 'nodeObject_from': 822}, {'name': 'host', 'nodeObject_from': 823}, {'name': 'host', 'nodeObject_from': 825}, {'name': 'host', 'nodeObject_from': 827}, {'name': 'host', 'nodeObject_from': 828}, {'name': 'host', 'nodeObject_from': 829}, {'name': 'host', 'nodeObject_from': 830}, {'name': 'host', 'nodeObject_from': 832}]"
691,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_631418,True,{'Mark': 'S10'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/531/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 402}]",[]
692,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_631497,True,{'Mark': 'S11A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/532/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 406}]",[]
693,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_631587,True,{'Mark': 'S14'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/533/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 406}]",[]
694,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_631685,True,{'Mark': 'S13'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/534/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 406}]",[]
695,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_631690,True,{'Mark': 'S15'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/535/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 406}]",[]
696,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_660426,True,{'Mark': 'S30'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/536/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 405}]",[]
697,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_660428,True,{'Mark': 'S32'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/537/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
698,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_660429,True,{'Mark': 'S34'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/538/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
699,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_660430,True,{'Mark': 'S33'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/539/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
700,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_660431,True,{'Mark': 'S35'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/540/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
701,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_678093,True,{'Mark': '109D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/541/?format=json'],"[{'name': 'level', 'nodeObject_to': 373}, {'name': 'host', 'nodeObject_to': 413}]",[]
702,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_742710,True,{'Mark': '102B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/542/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 451}]",[]
703,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_742829,True,{'Mark': '102A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/543/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 446}]",[]
704,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_744342,True,{'Mark': '101D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/544/?format=json'],"[{'name': 'level', 'nodeObject_to': 375}, {'name': 'host', 'nodeObject_to': 690}]",[]
705,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_745589,True,{'Mark': '107B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/545/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 439}]",[]
706,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_745827,True,{'Mark': '105C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/546/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 411}]",[]
707,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_745863,True,{'Mark': '107C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/547/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 411}]",[]
708,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_745963,True,{'Mark': '108E'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/548/?format=json'],"[{'name': 'level', 'nodeObject_to': 385}, {'name': 'host', 'nodeObject_to': 409}]",[]
709,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_759775,True,{'Mark': 'S16'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/549/?format=json'],"[{'name': 'level', 'nodeObject_to': 383}, {'name': 'host', 'nodeObject_to': 406}]",[]
710,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_760053,True,{'Mark': '301B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/550/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 425}]",[]
711,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_760268,True,{'Mark': '507B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/551/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
712,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_770489,True,{'Mark': '303A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/552/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
713,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_785807,True,{'Mark': '303B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/553/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 464}]",[]
714,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_785960,True,{'Mark': '202A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/554/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
715,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_786324,True,{'Mark': '403A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/555/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
716,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_786598,True,{'Mark': '205A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/556/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
717,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_786784,True,{'Mark': '202B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/557/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 457}]",[]
718,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_786853,True,{'Mark': '205B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/558/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 470}]",[]
719,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787073,True,{'Mark': '306B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/559/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
720,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787122,True,{'Mark': '407B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/560/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
721,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787202,True,{'Mark': '307A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/561/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 690}]",[]
722,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787251,True,{'Mark': '408A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/562/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 690}]",[]
723,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787300,True,{'Mark': '506B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/563/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 690}]",[]
724,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787781,True,{'Mark': '307C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/564/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 474}]",[]
725,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787782,True,{'Mark': '306A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/565/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 465}]",[]
726,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787839,True,{'Mark': '408C'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/566/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 475}]",[]
727,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787840,True,{'Mark': '407A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/567/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 467}]",[]
728,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787897,True,{'Mark': '506D'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/568/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 476}]",[]
729,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787988,True,{'Mark': '409A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/569/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 468}]",[]
730,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_787989,True,{'Mark': '410A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/570/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 469}]",[]
731,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_788099,True,{'Mark': '308A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/571/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 466}]",[]
732,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_788100,True,{'Mark': '309A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/572/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 594}]",[]
733,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_788283,True,{'Mark': 'P02'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/573/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 595}]",[]
734,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_792079,True,{'Mark': 'P03'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/574/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 596}]",[]
735,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_792109,True,{'Mark': 'P04'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/575/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 596}]",[]
736,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_792330,True,{'Mark': 'P05'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/576/?format=json'],"[{'name': 'level', 'nodeObject_to': 382}, {'name': 'host', 'nodeObject_to': 598}]",[]
737,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_800030,True,{'Mark': '203B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/577/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 690}]",[]
738,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_805013,True,{'Mark': '203A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/578/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 455}]",[]
739,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_806863,True,{'Mark': '304A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/579/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 461}]",[]
740,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_806957,True,{'Mark': '404A'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/580/?format=json'],"[{'name': 'level', 'nodeObject_to': 377}, {'name': 'host', 'nodeObject_to': 462}]",[]
741,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_807051,True,{'Mark': '504B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/581/?format=json'],"[{'name': 'level', 'nodeObject_to': 378}, {'name': 'host', 'nodeObject_to': 463}]",[]
742,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_809470,True,{'Mark': '204B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/582/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 606}]",[]
743,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_812216,True,{'Mark': 204},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/583/?format=json'],"[{'name': 'level', 'nodeObject_to': 374}, {'name': 'host', 'nodeObject_to': 613}]",[]
744,snowdontowers,door,46ec4172-06ee-4490-8b81-5cb4f0c7c011_831927,True,{'Mark': '201B'},['door'],['https://archmanucox.pythonanywhere.com/bimverse/geometries/584/?format=json'],"[{'name': 'level', 'nodeObject_to': 376}, {'name': 'host', 'nodeObject_to': 615}]",[]
